chunk1-07|TRUE|GATE-EXISTING,CONTRACT|FRESH|NA|0|NA|YES|KEEP|the hygiene resolver existed and was never run on the real in-repo instance
chunk1-19|TRUE|CONTRACT|FRESH|NA|0|NA|YES|KEEP|a drafted position contradicted a shipped spec clause nobody read first
chunk1-31|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|no existing check could see the runtime assumption without the new arm being written
chunk1-43|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|admission path dropped two classes before any check graded them
chunk1-55|TRUE|GATE-EXISTING|INHERITED|BORN-WRONG|0|NA|YES|KEEP|census and mutants passed vacuously against a prompt that instructed the empty result
chunk2-07|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|a draft explanation of a green guard was never checked against the export trees
chunk2-19|FALSE|PROXY-MEASURE|FRESH|NA|0|NA|YES|KEEP|span census counted a population collect_evidence never scans
chunk2-31|TRUE|CONTRACT-MISFIRED|INHERITED|BORN-WRONG|0|NA|YES|MERGE-chunk2-32|spec sufficiency assumption applied as written and missed renames
chunk2-43|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|filed RM-402 figures were never re-derived over a frozen corpus
chunk3-07|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|no check compares two dispatched slices declared write sets
chunk3-19|TRUE|GATE-EXISTING|INHERITED|DECAYED|0|NA|YES|KEEP|id pin written before the cycle minted two further ids
chunk3-31|TRUE|GATE-ABSENT|INHERITED|DECAYED|0|NA|YES|KEEP|stale comment cadence never graded against the setting
chunk3-43|TRUE|GATE-FIRED-CAUGHT|FRESH|NA|0|NA|YES|KEEP|the named recall gate fired and the rediscovery was dropped
chunk4-08|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|directive work list never graded against shipped ledger state
chunk4-20|TRUE|GATE-ABSENT|INHERITED|OVER-GENERALISED|0|NA|YES|KEEP|README guarantee true for exceptions only and stated unconditionally
chunk4-32|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|byte-for-byte claim in a prompt with no byte comparison run
chunk1-02|TRUE|GATE-ABSENT|FRESH|NA|1|SELF|YES|KEEP|own edit staled its own citations and the first correction was refuted once
chunk1-08|TRUE|GATE-ABSENT|FRESH|NA|1|SELF|YES|KEEP|adjudication fact unverified in source and its correction corrected again
chunk1-14|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|SPLIT-2|two separately assertable citation ranges each separately wrong
chunk1-20|FALSE|PROXY-MEASURE|FRESH|NA|0|NA|YES|KEEP|mean divided answered count by arrival span so it answered the wrong question
chunk1-26|FALSE|PROXY-MEASURE|FRESH|NA|1|SELF|YES|KEEP|archive count is correct and says nothing about which precondition broke and the correction was refuted too
chunk1-32|SPLIT|CONTRACT,ADVERSARY|FRESH|NA|0|NA|YES|KEEP|ordering precondition would have prevented it and the nine defects needed a lens
chunk1-38|TRUE|GATE-ABSENT|INHERITED|DECAYED|0|NA|YES|KEEP|filed row count true at filing and never re-grounded
chunk1-44|TRUE|CONTRACT-MISFIRED|INHERITED|DECAYED|0|NA|YES|KEEP|section 15 fence correctly applied after it expired with its build
