chunk1-04|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|SPLIT-2|census numbers and the premise are separately assertable and separately wrong
chunk1-08|TRUE|GATE-ABSENT|FRESH|NA|1|SELF|YES|KEEP|vacuity is mutation-checkable and the correction was itself corrected
chunk1-12|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|workflow-vs-prose agreement was never graded and only the git half was wrong
chunk1-16|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|line-span citation drift is mechanisable and no such check existed
chunk1-20|SPLIT|GATE-ABSENT,PROXY-MEASURE|INHERITED|BORN-WRONG|0|NA|YES|KEEP|answered count over arrival span plus a mean that misreads a bursty distribution
chunk1-24|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|1|SELF|YES|KEEP|the count was never mechanised and the first correction of 35 was itself refuted at 36
chunk1-28|TRUE|CONTRACT|FRESH|NA|0|NA|YES|KEEP|a cite-the-source precondition would have caught a docstring fact read inverted
chunk1-32|TRUE|CONTRACT|FRESH|NA|0|NA|YES|KEEP|verify before the irreversible act is a contract and the nine defects are unenumerated
chunk1-36|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|unguarded directory creation was never graded here and the lens came from a sibling
chunk1-40|TRUE|GATE-FIRED-CAUGHT|INHERITED|DECAYED|1|SELF|YES|KEEP|the mutant suite is a named instrument that fired and was acted on and the first repair broke again
chunk1-44|TRUE|CONTRACT|INHERITED|DECAYED|0|NA|YES|KEEP|a scope fence with no stated expiry that was true for the build it was scoped to
chunk1-48|TRUE|GATE-ABSENT|INHERITED|DECAYED|0|NA|YES|SPLIT-2|two clauses decayed and the third was misattributed from the start
chunk1-52|TRUE|GATE-ABSENT|INHERITED|DECAYED|0|NA|YES|KEEP|a prose schema recital with explicitly no guard on it
chunk1-56|TRUE|CONTRACT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|a declared UNMEASURED list means a measure-before-arming rule reaches it
chunk1-60|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|no growth bound existed in this tree and the records were never bounded
chunk2-04|FALSE|ADVERSARY|FRESH|NA|0|NA|YES|KEEP|a paragraph contradicting itself needs a reader with a lens
chunk2-08|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|the walked-file composition was never measured and the safety was accidental
chunk2-12|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|the empty-set shape is mutation-provable and the filed assertion was false when written
chunk2-16|TRUE|GATE-ABSENT,GATE-FIRED-CAUGHT|INHERITED|BORN-WRONG|1|SELF|YES|KEEP|no cite-exists check and the gate then fired on the rewrite that repeated the cite
chunk2-20|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|a disarmed-check count is mechanically derivable and was not derived
chunk2-24|FALSE|ADVERSARY|INHERITED|OVER-GENERALISED|0|NA|YES|KEEP|a defensible reading of an operator sentence stretched past the domain it held in
chunk2-28|TRUE|GATE-FIRED-CAUGHT|FRESH|NA|0|NA|YES|KEEP|the sweep structural arm fired on its own test file and was acted on before the push
chunk2-32|TRUE|GATE-ABSENT|INHERITED|OVER-GENERALISED|0|NA|YES|KEEP|a content diff could not see a commit subject without being rewritten
chunk2-36|FALSE|PROXY-MEASURE|FRESH|NA|0|NA|YES|KEEP|the probe counted what it counted and answered a different question than RED-state
chunk2-40|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|a corpus-absence claim is greppable and was asserted unchecked
chunk2-44|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|exhaustive classification was available and the filed row led with 1 of 15
chunk2-48|TRUE|GATE-ABSENT|INHERITED|DECAYED|0|NA|YES|KEEP|no re-grounding of an inherited hand-off baseline against the current gate
