EV-001|TRUE|GATE-EXISTING|INHERITED|BORN-WRONG|0|NA|YES|KEEP|hook ran and returned clean while measuring nothing, vacuous gate
EV-007|FALSE|PROXY-MEASURE|INHERITED|BORN-WRONG|1|SELF|YES|KEEP|four reads answered a writability question, 411ba14 remedy refuted at EV-080
EV-013|TRUE|CONTRACT|FRESH|NA|0|NA|YES|KEEP|cause asserted without a control, a declared precondition reaches it
EV-019|TRUE|GATE-EXISTING|INHERITED|BORN-WRONG|0|NA|YES|KEEP|empty token list made every containment question answer NO, sweep vacuous
EV-025|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|no arm graded a shell=True list head
EV-031|TRUE|CONTRACT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|byte gap attributed without a control rate
EV-037|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|1|SELF|YES|KEEP|no arm covered Name-bound argv, replacement matcher refuted at EV-038
EV-043|TRUE|GATE-EXISTING|INHERITED|BORN-WRONG|0|NA|YES|KEEP|guard present but ran after the relabel, wrong time
EV-049|TRUE|GATE-ABSENT|FRESH|NA|0|NA|YES|KEEP|in-session report, enumeration against git own list never mechanised
EV-055|TRUE|CONTRACT|INHERITED|OVER-GENERALISED|0|NA|YES|KEEP|widened title over-claimed coverage the census never had
EV-061|SPLIT|GATE-EXISTING,PROXY-MEASURE|FRESH|NA|0|NA|YES|KEEP|suite vacuous on the fold and green read as evidence
EV-067|TRUE|GATE-ABSENT|INHERITED|BORN-WRONG|0|NA|YES|KEEP|six routes sat in neither list, partition never mechanically closed
EV-073|TRUE|CONTRACT|FRESH|NA|0|NA|YES|KEEP|row closure proposed without checking both clauses
EV-079|SPLIT|GATE-EXISTING,PROXY-MEASURE|INHERITED|BORN-WRONG|0|NA|YES|KEEP|guard calls the module under test and its count rises under the defect
EV-085|TRUE|GATE-EXISTING|INHERITED|BORN-WRONG|0|NA|YES|KEEP|floors present but miscalibrated, four of five roots droppable
EV-091|FALSE|PROXY-MEASURE|FRESH|NA|0|NA|YES|KEEP|paths counted correctly and read as artifacts
